######################################################
#             2D Heat Conduction Solver              #
#              Created by J. Mark Epps               #
#          Part of Masters Thesis at UW 2018-2020    #
######################################################

Reading input file...
################################
Initializing geometry package...
################################
Initializing MPI and solver...
################################
Initializing domain...
################################
Saving input file to output directory...
################################

Saving data to numpy array files...
Solving:
Time step 100, Step size=0.0000019ms, Time elapsed=0.000000s;
Time step 13400, Step size=0.0000019ms, Time elapsed=0.000025s;
Time step 13500, Step size=0.0000019ms, Time elapsed=0.000026s;
Time step 13600, Step size=0.0000019ms, Time elapsed=0.000026s;
Time step 13700, Step size=0.0000019ms, Time elapsed=0.000026s;
Time step 13800, Step size=0.0000019ms, Time elapsed=0.000026s;
Time step 13900, Step size=0.0000019ms, Time elapsed=0.000026s;
Time step 14000, Step size=0.0000019ms, Time elapsed=0.000027s;
Time step 14100, Step size=0.0000019ms, Time elapsed=0.000027s;
Time step 14200, Step size=0.0000019ms, Time elapsed=0.000027s;
Time step 14300, Step size=0.0000019ms, Time elapsed=0.000027s;
Time step 14400, Step size=0.0000019ms, Time elapsed=0.000027s;
Time step 14500, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 14600, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 14700, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 14800, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 14900, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 15000, Step size=0.0000019ms, Time elapsed=0.000028s;
Time step 15100, Step size=0.0000019ms, Time elapsed=0.000029s;
Time step 15200, Step size=0.0000019ms, Time elapsed=0.000029s;
Time step 15300, Step size=0.0000019ms, Time elapsed=0.000029s;
Time step 15400, Step size=0.0000019ms, Time elapsed=0.000029s;
Time step 15500, Step size=0.0000019ms, Time elapsed=0.000029s;
Time step 15600, Step size=0.0000019ms, Time elapsed=0.000030s;
Time step 15700, Step size=0.0000019ms, Time elapsed=0.000030s;
Time step 15800, Step size=0.0000019ms, Time elapsed=0.000030s;
Time step 15900, Step size=0.0000019ms, Time elapsed=0.000030s;
Time step 16000, Step size=0.0000019ms, Time elapsed=0.000030s;
Time step 16100, Step size=0.0000019ms, Time elapsed=0.000031s;
Time step 16200, Step size=0.0000019ms, Time elapsed=0.000031s;
Time step 16300, Step size=0.0000019ms, Time elapsed=0.000031s;
Time step 16400, Step size=0.0000019ms, Time elapsed=0.000031s;
Time step 16500, Step size=0.0000019ms, Time elapsed=0.000031s;
Time step 16600, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 16700, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 16800, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 16900, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 17000, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 17100, Step size=0.0000019ms, Time elapsed=0.000032s;
Time step 17200, Step size=0.0000019ms, Time elapsed=0.000033s;
Time step 17300, Step size=0.0000019ms, Time elapsed=0.000033s;
Time step 17400, Step size=0.0000019ms, Time elapsed=0.000033s;
Time step 17500, Step size=0.0000019ms, Time elapsed=0.000033s;
Time step 17600, Step size=0.0000019ms, Time elapsed=0.000033s;
Time step 17700, Step size=0.0000019ms, Time elapsed=0.000034s;
Time step 17800, Step size=0.0000019ms, Time elapsed=0.000034s;
Time step 17900, Step size=0.0000019ms, Time elapsed=0.000034s;
Time step 18000, Step size=0.0000019ms, Time elapsed=0.000034s;
Time step 18100, Step size=0.0000019ms, Time elapsed=0.000034s;
Time step 18200, Step size=0.0000019ms, Time elapsed=0.000035s;
Time step 18300, Step size=0.0000019ms, Time elapsed=0.000035s;
srun: Job step aborted: Waiting up to 62 seconds for job step to finish.
slurmstepd: error: *** STEP 3155976.0 ON nia0225 CANCELLED AT 2020-05-02T18:34:36 ***
slurmstepd: error: *** JOB 3155976 ON nia0225 CANCELLED AT 2020-05-02T18:34:36 ***

scontrol show jobid 3155976
JobId=3155976 JobName=jmre_80kJ_3a
   UserId=jmrepps(3075104) GroupId=jphickey(6004287) MCS_label=N/A
   Priority=1201910 Nice=0 Account=rrg-jphickey QOS=normal
   JobState=COMPLETING Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:15
   RunTime=00:03:43 TimeLimit=13:00:00 TimeMin=N/A
   SubmitTime=2020-05-02T18:30:48 EligibleTime=2020-05-02T18:30:48
   AccrueTime=2020-05-02T18:30:48
   StartTime=2020-05-02T18:30:53 EndTime=2020-05-02T18:34:36 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2020-05-02T18:30:53
   Partition=compute AllocNode:Sid=nia-login07:15425
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=nia0225
   BatchHost=nia0225
   NumNodes=1 NumCPUs=80 NumTasks=40 CPUs/Task=1 ReqB:S:C:T=0:0:*:*
   TRES=cpu=80,node=1,billing=40
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   MinCPUsNode=1 MinMemoryNode=0 MinTmpDiskNode=0
   Features=[skylake|cascade] DelayBoot=00:00:00
   OverSubscribe=NO Contiguous=0 Licenses=(null) Network=(null)
   Command=/gpfs/fs0/scratch/j/jphickey/jmrepps/Code/Slurm_run_4a.sh
   WorkDir=/gpfs/fs0/scratch/j/jphickey/jmrepps/Code
   StdErr=/gpfs/fs0/scratch/j/jphickey/jmrepps/Code/80kJ_3a.txt
   StdIn=/dev/null
   StdOut=/gpfs/fs0/scratch/j/jphickey/jmrepps/Code/80kJ_3a.txt
   Power=

sacct -j 3155976
       JobID    JobName    Account    Elapsed  MaxVMSize     MaxRSS  SystemCPU    UserCPU ExitCode 
------------ ---------- ---------- ---------- ---------- ---------- ---------- ---------- -------- 
3155976      jmre_80kJ+ rrg-jphic+   00:03:43                        00:25.417   02:16:40      0:0 
3155976.bat+      batch rrg-jphic+   00:03:44    596928K     11312K  00:00.242  00:00.293     0:15 
3155976.ext+     extern rrg-jphic+   00:03:43    137128K       808K   00:00:00   00:00:00      0:0 
3155976.0     pmi_proxy rrg-jphic+   00:03:41  41286452K   3106996K  00:25.174   02:16:40      7:0 
